low_group,high_group,low_dimension,high_dimension,low_members,high_members,low_omega_hat,high_omega_hat,frequency_rel_error,overlap,minimum_overlap,fingerprint_similarity,low_dominant_m,high_dominant_m,low_ppw,high_ppw,low_wavelength_status,high_wavelength_status,low_circularity_eigs,high_circularity_eigs,circularity_error,low_condition_number_max,high_condition_number_max,low_class,high_class,low_core_status,high_core_status,equilibrium_ready,score,numerically_trackable,physical_interpretation_allowed
64,84,2,2,150;154,154;156,-1.673363035594482,-1.6100957513076528,0.03780846292230472,0.9792213614129234,0.9792213614129214,0.999999986399226,76,76,3.3684210526315788,4.2105263157894735,UNDERRESOLVED,UNDERRESOLVED,-0.999991032961;-0.999991032961,-0.999990274597;-0.999990274597,7.583636805197358e-07,27.123299893115526,4.902021975253325,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9818615440092149,True,False
65,85,2,2,151;155,155;157,1.673363035594482,1.6100957513076528,0.03780846292230472,0.9792213614129234,0.9792213614129214,0.999999986399226,76,76,3.3684210526315788,4.2105263157894735,UNDERRESOLVED,UNDERRESOLVED,0.999991032961;0.999991032961,0.999990274597;0.999990274597,7.583636805197358e-07,27.123299893115526,4.902021975253325,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9818615440092149,True,False
66,78,2,2,152;160,148;182,-1.6888512416939514,-1.62631720102374,0.03702755999248855,0.977803485730992,0.9778034857309901,0.999999987214398,77,77,3.324675324675325,4.1558441558441555,UNDERRESOLVED,UNDERRESOLVED,-0.999991204314;-0.999991204314,-0.99999047642;-0.99999047642,7.278941798194438e-07,1.0004613001322824,1.000188285704095,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9811279542433214,True,False
67,79,2,2,153;161,149;183,1.6888512416939514,1.62631720102374,0.03702755999248855,0.977803485730992,0.9778034857309901,0.999999987214398,77,77,3.324675324675325,4.1558441558441555,UNDERRESOLVED,UNDERRESOLVED,0.999991204314;0.999991204314,0.99999047642;0.99999047642,7.278941798194438e-07,1.0004613001322824,1.000188285704095,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9811279542433214,True,False
70,92,2,2,166;168,176;188,-1.7037519734933586,-1.6419872613729773,0.036252173486108756,0.9763031086569821,0.9763031086569803,0.999999987978679,78,78,3.282051282051282,4.102564102564102,UNDERRESOLVED,UNDERRESOLVED,-0.999991364713;-0.999991364713,-0.999990665692;-0.999990665692,6.990212607638213e-07,314.82890247541843,27.449581364595762,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9803440361659428,True,False
71,93,2,2,167;169,177;189,1.7037519734933586,1.6419872613729773,0.036252173486108756,0.9763031086569821,0.9763031086569803,0.999999987978679,78,78,3.282051282051282,4.102564102564102,UNDERRESOLVED,UNDERRESOLVED,0.999991364713;0.999991364713,0.999990665692;0.999990665692,6.990212607638213e-07,314.82890247541843,27.449581364595762,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9803440361659428,True,False
176,188,2,2,402;404,414;416,-0.18495524126980878,-0.1607868685933671,0.13067146683983596,0.9997933147602145,0.9997933147602144,0.9999864262415403,27,27,9.481481481481481,11.851851851851851,DIAGNOSTIC,DIAGNOSTIC,-0.999238424186;-0.999238424186,-0.998999986783;-0.998999986783,0.00023843740253925993,4.4609695360857,1.0042780205320088,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9802718753905384,True,False
177,189,2,2,403;405,415;417,0.18495524126980878,0.1607868685933671,0.13067146683983596,0.9997933147602145,0.9997933147602144,0.9999864262415403,27,27,9.481481481481481,11.851851851851851,DIAGNOSTIC,DIAGNOSTIC,0.999238424186;0.999238424186,0.998999986783;0.998999986783,0.00023843740253925993,4.4609695360857,1.0042780205320088,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9802718753905384,True,False
76,98,2,2,174;176,190;192,-1.718079293090321,-1.6571177155034742,0.03548240051086045,0.9747162508294254,0.9747162508294241,0.9999999886959181,79,79,3.240506329113924,4.050632911392405,UNDERRESOLVED,UNDERRESOLVED,-0.999991514962;-0.999991514962,-0.999990843339;-0.999990843339,6.716222271663241e-07,12.510319205329516,7.974257234039571,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9795073875950056,True,False
77,99,2,2,175;177,191;193,1.718079293090321,1.6571177155034742,0.03548240051086045,0.9747162508294254,0.9747162508294241,0.9999999886959181,79,79,3.240506329113924,4.050632911392405,UNDERRESOLVED,UNDERRESOLVED,0.999991514962;0.999991514962,0.999990843339;0.999990843339,6.716222271663241e-07,12.510319205329516,7.974257234039571,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9795073875950056,True,False
82,102,2,2,190;192,198;200,-1.7318474136520108,-1.671720546102535,0.03471834012367403,0.973038797546911,0.9730387975469088,0.9999999893695986,80,80,3.2,4.0,UNDERRESOLVED,UNDERRESOLVED,-0.999991655793;-0.999991655793,-0.999991010207;-0.999991010207,6.455858760912037e-07,5.43487905139786,13.5595654196025,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9786155248519952,True,False
83,103,2,2,191;193,199;201,1.7318474136520108,1.671720546102535,0.03471834012367403,0.973038797546911,0.9730387975469088,0.9999999893695986,80,80,3.2,4.0,UNDERRESOLVED,UNDERRESOLVED,0.999991655793;0.999991655793,0.999991010207;0.999991010207,6.455858760912037e-07,5.43487905139786,13.5595654196025,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9786155248519952,True,False
178,198,2,2,406;408,480;482,-0.15221428430068007,-0.12993078954484116,0.14639555583246502,0.9998188446864567,0.9998188446864563,0.9999743204946988,26,26,9.846153846153847,12.307692307692308,DIAGNOSTIC,RESOLVED,-0.998879403953;-0.998879403953,-0.998474818716;-0.998474818716,0.000404585236992272,1.0194636812128233,4.063105761195958,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9779255535606789,True,False
179,199,2,2,407;409,481;483,0.15221428430068007,0.12993078954484116,0.14639555583246502,0.9998188446864567,0.9998188446864563,0.9999743204946988,26,26,9.846153846153847,12.307692307692308,DIAGNOSTIC,RESOLVED,0.998879403953;0.998879403953,0.998474818716;0.998474818716,0.000404585236992272,1.0194636812128233,4.063105761195958,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9779255535606789,True,False
214,228,2,2,478;480,552;554,-0.05341209162906521,-0.06259683760599441,0.14672859409833264,0.9999130248959613,0.9999130248959611,0.9998069188973533,18,18,14.222222222222221,17.77777777777778,RESOLVED,RESOLVED,0.991404224201;0.991404224201,0.993779271894;0.993779271894,0.0023750476934224496,1.059939344331625,2.3032092276830736,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9778902555471651,True,True
215,229,2,2,479;481,553;555,0.05341209162906521,0.06259683760599441,0.14672859409833264,0.9999130248959613,0.9999130248959611,0.9998069188973533,18,18,14.222222222222221,17.77777777777778,RESOLVED,RESOLVED,-0.991404224201;-0.991404224201,-0.993779271894;-0.993779271894,0.0023750476934224496,1.059939344331625,2.3032092276830736,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9778902555471651,True,True
84,100,2,2,196;204,194;196,-1.7450706517213057,-1.6858078940336183,0.03396009074430981,0.971266499669429,0.9712664996694268,0.999999990002882,81,81,3.1604938271604937,3.950617283950617,UNDERRESOLVED,UNDERRESOLVED,-0.999991787875;-0.999991787875,-0.999991167064;-0.999991167064,6.208112219852069e-07,1.518607409894334,1.411028686807339,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9776658836907315,True,False
85,101,2,2,197;205,195;197,1.7450706517213057,1.6858078940336183,0.03396009074430981,0.971266499669429,0.9712664996694268,0.999999990002882,81,81,3.1604938271604937,3.950617283950617,UNDERRESOLVED,UNDERRESOLVED,0.999991787875;0.999991787875,0.999991167064;0.999991167064,6.208112219852069e-07,1.518607409894334,1.411028686807339,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9776658836907315,True,False
88,104,2,2,200;202,202;204,-1.7577633827830557,-1.699392019807725,0.03320774772478856,0.9693949752652049,0.9693949752652025,0.9999999905986418,82,82,3.1219512195121952,3.902439024390244,UNDERRESOLVED,UNDERRESOLVED,-0.999991911818;-0.999991911818,-0.999991314612;-0.999991314612,5.972063747972101e-07,2.800124820281375,5.625152930616594,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9766558206500651,True,False
89,105,2,2,201;203,203;205,1.7577633827830557,1.699392019807725,0.03320774772478856,0.9693949752652049,0.9693949752652025,0.9999999905986418,82,82,3.1219512195121952,3.902439024390244,UNDERRESOLVED,UNDERRESOLVED,0.999991911818;0.999991911818,0.999991314612;0.999991314612,5.972063747972101e-07,2.800124820281375,5.625152930616594,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9766558206500651,True,False
86,80,2,2,198;206,150;158,-1.7699399999474583,-1.7124852677646938,0.032461401055668644,0.967419712083577,0.9674197120835735,0.999999991159496,83,83,3.0843373493975905,3.855421686746988,UNDERRESOLVED,UNDERRESOLVED,-0.999992028183;-0.999992028183,-0.999991453495;-0.999991453495,5.746875626488901e-07,21.99514764030656,3.2880982544991286,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.97558261488167,True,False
87,81,2,2,199;207,151;159,1.7699399999474583,1.7124852677646938,0.032461401055668644,0.967419712083577,0.9674197120835735,0.999999991159496,83,83,3.0843373493975905,3.855421686746988,UNDERRESOLVED,UNDERRESOLVED,0.999992028183;0.999992028183,0.999991453495;0.999991453495,5.746875626488901e-07,21.99514764030656,3.2880982544991286,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.97558261488167,True,False
180,212,2,2,410;412,514;516,-0.12067954448880218,-0.10023715071246772,0.1693940250017376,0.9998350487985519,0.9998350487985517,0.9999436337780262,25,25,10.24,12.8,DIAGNOSTIC,RESOLVED,-0.998225022057;-0.998225022057,-0.997450878841;-0.997450878841,0.0007741432162381434,1.224270533473501,1.030642198670216,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9744778339733771,False,False
181,213,2,2,411;413,515;517,0.12067954448880218,0.10023715071246772,0.1693940250017376,0.9998350487985519,0.9998350487985517,0.9999436337780262,25,25,10.24,12.8,DIAGNOSTIC,RESOLVED,0.998225022057;0.998225022057,0.997450878841;0.997450878841,0.0007741432162381434,1.224270533473501,1.030642198670216,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9744778339733771,False,False
78,52,2,2,178;210,94;126,-1.7816148756088963,-1.7251000328424075,0.03172113319225282,0.9653360709380077,0.9653360709380058,0.9999999916878368,84,84,3.0476190476190474,3.8095238095238093,UNDERRESOLVED,UNDERRESOLVED,-0.99999213748;-0.99999213748,-0.999991584302;-0.999991584302,5.53178259865561e-07,1.0000616972344691,9.440326374722178,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9744434705059258,True,False
79,53,2,2,179;211,95;127,1.7816148756088963,1.7251000328424075,0.03172113319225282,0.9653360709380077,0.9653360709380058,0.9999999916878368,84,84,3.0476190476190474,3.8095238095238093,UNDERRESOLVED,UNDERRESOLVED,0.99999213748;0.99999213748,0.999991584302;0.999991584302,5.53178259865561e-07,1.0000616972344691,9.440326374722178,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9744434705059258,True,False
92,50,2,2,212;214,92;216,-1.7928023259401216,-1.73724872981367,0.03098701698600253,0.9631392900863411,0.9631392900863375,0.9999999921858521,85,85,3.011764705882353,3.764705882352941,UNDERRESOLVED,UNDERRESOLVED,-0.999992240182;-0.999992240182,-0.999991707573;-0.999991707573,5.326084276946474e-07,3.998873727798839,95.07866363063839,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9732355195503672,True,False
93,51,2,2,213;215,93;217,1.7928023259401216,1.73724872981367,0.03098701698600253,0.9631392900863411,0.9631392900863375,0.9999999921858521,85,85,3.011764705882353,3.764705882352941,UNDERRESOLVED,UNDERRESOLVED,0.999992240182;0.999992240182,0.999991707573;0.999991707573,5.326084276946474e-07,3.998873727798839,95.07866363063839,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9732355195503672,True,False
90,48,2,2,208;230,90;128,-1.8035165780839255,-1.748943764873251,0.030259113708094105,0.9608244906978115,0.9608244906978073,0.9999999926555485,86,86,2.9767441860465116,3.7209302325581395,UNDERRESOLVED,UNDERRESOLVED,-0.99999233672;-0.99999233672,-0.999991823807;-0.999991823807,5.129138278547885e-07,1.0000161044971907,98.38893354040395,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9719558255263598,True,False
91,49,2,2,209;231,91;129,1.8035165780839255,1.748943764873251,0.030259113708094105,0.9608244906978115,0.9608244906978073,0.9999999926555485,86,86,2.9767441860465116,3.7209302325581395,UNDERRESOLVED,UNDERRESOLVED,0.99999233672;0.99999233672,0.999991823807;0.999991823807,5.129138278547885e-07,1.0000161044971907,98.38893354040395,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9719558255263598,True,False
104,56,2,2,232;234,102;104,-1.813771739906475,-1.7601975094602291,0.02953747115334835,0.9583866834978727,0.9583866834978677,0.9999999930987702,87,87,2.942528735632184,3.67816091954023,UNDERRESOLVED,UNDERRESOLVED,-0.999992427495;-0.999992427495,-0.999991933459;-0.999991933459,4.940354290106086e-07,17.885551073933353,7.946558585351363,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9706013877004139,True,False
105,57,2,2,233;235,103;105,1.813771739906475,1.7601975094602291,0.02953747115334835,0.9583866834978727,0.9583866834978677,0.9999999930987702,87,87,2.942528735632184,3.67816091954023,UNDERRESOLVED,UNDERRESOLVED,0.999992427495;0.999992427495,0.999991933459;0.999991933459,4.940354290106086e-07,17.885551073933353,7.946558585351363,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9706013877004139,True,False
106,46,2,2,236;238,88;130,-1.8235817721796739,-1.7710222762036278,0.028822121814270622,0.9558207766825871,0.9558207766825823,0.9999999935172136,88,88,2.909090909090909,3.6363636363636362,UNDERRESOLVED,UNDERRESOLVED,-0.999992512872;-0.999992512872,-0.999992036953;-0.999992036953,4.7591886609410494e-07,1.0013505520957924,1.0009128889105583,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9691691461167151,True,False
107,47,2,2,237;239,89;131,1.8235817721796739,1.7710222762036278,0.028822121814270622,0.9558207766825871,0.9558207766825823,0.9999999935172136,88,88,2.909090909090909,3.6363636363636362,UNDERRESOLVED,UNDERRESOLVED,0.999992512872;0.999992512872,0.999992036953;0.999992036953,4.7591886609410494e-07,1.0013505520957924,1.0009128889105583,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9691691461167151,True,False
204,216,2,2,452;454,526;570,-0.09047280798816577,-0.07181068792333939,0.2062732491652902,0.9998251158686777,0.9998251158686776,0.9998442968669946,24,24,10.666666666666666,13.333333333333334,DIAGNOSTIC,RESOLVED,-0.996860793734;-0.996860793734,-0.995072174887;-0.995072174887,0.0017886188464113495,2.2226264936604205,2.7597344973532154,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9689151563631617,False,False
205,217,2,2,453;455,527;571,0.09047280798816577,0.07181068792333939,0.2062732491652902,0.9998251158686777,0.9998251158686776,0.9998442968669946,24,24,10.666666666666666,13.333333333333334,DIAGNOSTIC,RESOLVED,0.996860793734;0.996860793734,0.995072174887;0.995072174887,0.0017886188464113495,2.2226264936604205,2.7597344973532154,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9689151563631617,False,False
108,70,2,2,240;242,132;134,-1.8329604630622909,-1.7814302968822513,0.028113081115753714,0.9531215851937336,0.9531215851937265,0.9999999939124447,89,89,2.8764044943820224,3.595505617977528,UNDERRESOLVED,UNDERRESOLVED,-0.999992593191;-0.999992593191,-0.999992134677;-0.999992134677,4.5851396635043784e-07,1.011551895394844,15.33880586330591,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9676559874269882,True,False
109,71,2,2,241;243,133;135,1.8329604630622909,1.7814302968822513,0.028113081115753714,0.9531215851937336,0.9531215851937265,0.9999999939124447,89,89,2.8764044943820224,3.595505617977528,UNDERRESOLVED,UNDERRESOLVED,0.999992593191;0.999992593191,0.999992134677;0.999992134677,4.5851396635043784e-07,1.011551895394844,15.33880586330591,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9676559874269882,True,False
110,72,2,2,246;270,136;138,-1.8419214047533403,-1.7914337022932239,0.027410345701953193,0.9502838414439816,0.9502838414439746,0.9999999942859098,90,90,2.8444444444444446,3.5555555555555554,UNDERRESOLVED,UNDERRESOLVED,-0.999992668767;-0.999992668767,-0.999992226992;-0.999992226992,4.41774316239929e-07,1.0009391375430914,9.164999816127583,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9660587515825735,True,False
111,73,2,2,247;271,137;139,1.8419214047533403,1.7914337022932239,0.027410345701953193,0.9502838414439816,0.9502838414439746,0.9999999942859098,90,90,2.8444444444444446,3.5555555555555554,UNDERRESOLVED,UNDERRESOLVED,0.999992668767;0.999992668767,0.999992226992;0.999992226992,4.41774316239929e-07,1.0009391375430914,9.164999816127583,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9660587515825735,True,False
100,68,2,2,224;288,124;222,-1.8504779721940208,-1.8010445039262173,0.026713891767753788,0.9473022075780104,0.9473022075780025,0.999999994638948,91,91,2.8131868131868134,3.5164835164835164,UNDERRESOLVED,UNDERRESOLVED,-0.999992739888;-0.999992739888,-0.999992314231;-0.999992314231,4.256568831850771e-07,102.9169340953542,2.559158909769933,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9643742394413801,True,False
101,69,2,2,225;289,125;223,1.8504779721940208,1.8010445039262173,0.026713891767753788,0.9473022075780104,0.9473022075780025,0.999999994638948,91,91,2.8131868131868134,3.5164835164835164,UNDERRESOLVED,UNDERRESOLVED,0.999992739888;0.999992739888,0.999992314231;0.999992314231,4.256568831850771e-07,102.9169340953542,2.559158909769933,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9643742394413801,True,False
128,134,2,2,300;340,266;270,-1.8876458182128353,-1.8436195440348522,0.023323376532397334,0.9451280275871503,0.8912268212195148,0.9999999961382401,96,96,2.6666666666666665,3.3333333333333335,UNDERRESOLVED,UNDERRESOLVED,-0.999993037441;-0.999993037441,-0.999992684349;-0.999992684349,3.530926346861918e-07,1.0016333946278908,1.004020261937469,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9635783091069906,True,False
129,135,2,2,301;341,267;271,1.8876458182128353,1.8436195440348522,0.023323376532397334,0.9451280275871503,0.8912268212195148,0.9999999961382401,96,96,2.6666666666666665,3.3333333333333335,UNDERRESOLVED,UNDERRESOLVED,0.999993037441;0.999993037441,0.999992684349;0.999992684349,3.530926346861918e-07,1.0016333946278908,1.004020261937469,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9635783091069906,True,False
114,110,2,2,256;258,218;220,-1.858643303698401,-1.8102745773443993,0.02602367342768548,0.9441712893503218,0.9441712893503099,0.9999999949728002,92,92,2.782608695652174,3.4782608695652173,UNDERRESOLVED,UNDERRESOLVED,-0.999992806824;-0.999992806824,-0.999992396702;-0.999992396702,4.1012166962506313e-07,5.300343484992883,1.4476528539522973,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9625992213392403,True,False
115,111,2,2,257;259,219;221,1.858643303698401,1.8102745773443993,0.02602367342768548,0.9441712893503218,0.9441712893503099,0.9999999949728002,92,92,2.782608695652174,3.4782608695652173,UNDERRESOLVED,UNDERRESOLVED,0.999992806824;0.999992806824,0.999992396702;0.999992396702,4.1012166962506313e-07,5.300343484992883,1.4476528539522973,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9625992213392403,True,False
98,120,2,2,222;298,236;238,-1.8664302833964532,-1.8191356471761462,0.025339621115792358,0.9408856516933235,0.9408856516933105,0.9999999952886197,93,93,2.752688172043011,3.4408602150537635,UNDERRESOLVED,UNDERRESOLVED,-0.999992869824;-0.999992869824,-0.999992474693;-0.999992474693,3.951313979344562e-07,10.551650251344183,1.0355905708304143,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9607304466707801,True,False
99,121,2,2,223;299,237;239,1.8664302833964532,1.8191356471761462,0.025339621115792358,0.9408856516933235,0.9408856516933105,0.9999999952886197,93,93,2.752688172043011,3.4408602150537635,UNDERRESOLVED,UNDERRESOLVED,0.999992869824;0.999992869824,0.999992474693;0.999992474693,3.951313979344562e-07,10.551650251344183,1.0355905708304143,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9607304466707801,True,False
120,118,2,2,282;284,234;244,-1.8738515253764512,-1.8276392736247036,0.024661640010386468,0.937439836040022,0.9374398360399959,0.9999999955874787,94,94,2.723404255319149,3.404255319148936,UNDERRESOLVED,UNDERRESOLVED,-0.99999292912;-0.99999292912,-0.999992548468;-0.999992548468,3.806512390847061e-07,24.490537723217624,203.61535773146437,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9587646545193248,True,False
121,119,2,2,283;285,235;245,1.8738515253764512,1.8276392736247036,0.024661640010386468,0.937439836040022,0.9374398360399959,0.9999999955874787,94,94,2.723404255319149,3.404255319148936,UNDERRESOLVED,UNDERRESOLVED,0.99999292912;0.99999292912,0.999992548468;0.999992548468,3.806512390847061e-07,24.490537723217624,203.61535773146437,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9587646545193248,True,False
124,122,2,2,292;306,240;242,-1.8809193594184037,-1.835796840406894,0.023989608478197512,0.9338283794537695,0.9338283794537251,0.9999999958703748,95,95,2.694736842105263,3.3684210526315788,UNDERRESOLVED,UNDERRESOLVED,-0.999992984926;-0.999992984925,-0.999992618277;-0.999992618277,3.666485465236846e-07,1.0010163981278952,17.460208175939602,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9566985853681258,True,False
125,123,2,2,293;307,241;243,1.8809193594184037,1.835796840406894,0.023989608478197512,0.9338283794537695,0.9338283794537251,0.9999999958703748,95,95,2.694736842105263,3.3684210526315788,UNDERRESOLVED,UNDERRESOLVED,0.999992984925;0.999992984926,0.999992618277;0.999992618277,3.666485465236846e-07,1.0010163981278952,17.460208175939602,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9566985853681258,True,False
122,138,2,2,290;308,272;274,-1.894042625963808,-1.851118384358443,0.022662764299468955,0.926086797607937,0.9260867976078866,0.9999999963919426,97,97,2.6391752577319587,3.2989690721649483,UNDERRESOLVED,UNDERRESOLVED,-0.999993086853;-0.999993086853,-0.999992746898;-0.999992746898,3.39954558725708e-07,1.0037047566766726,3.5343606356427704,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9522526630178274,True,False
123,139,2,2,291;309,273;275,1.894042625963808,1.851118384358443,0.022662764299468955,0.926086797607937,0.9260867976078866,0.9999999963919426,97,97,2.6391752577319587,3.2989690721649483,UNDERRESOLVED,UNDERRESOLVED,0.999993086853;0.999993086853,0.999992746898;0.999992746898,3.39954558725708e-07,1.0037047566766726,3.5343606356427704,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9522526630178274,True,False
138,144,2,2,316;320,284;286,-1.9001211882787643,-1.8583041562891498,0.022007560490125824,0.9219459227434293,0.9219459227434049,0.9999999966322949,98,98,2.6122448979591835,3.2653061224489797,UNDERRESOLVED,UNDERRESOLVED,-0.999993133334;-0.999993133334,-0.999992806127;-0.999992806127,3.272069354354201e-07,10.0240273110761,1.701401462394291,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9498664187306125,True,False
139,145,2,2,317;321,285;287,1.9001211882787643,1.8583041562891498,0.022007560490125824,0.9219459227434293,0.9219459227434049,0.9999999966322949,98,98,2.6122448979591835,3.2653061224489797,UNDERRESOLVED,UNDERRESOLVED,0.999993133334;0.999993133334,0.999992806127;0.999992806127,3.272069354354201e-07,10.0240273110761,1.701401462394291,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9498664187306125,True,False
150,142,2,2,332;334,282;288,-1.905892583251507,-1.865187442629562,0.021357520869565928,0.9176179590076513,0.9176179590076353,0.9999999968600554,99,99,2.585858585858586,3.2323232323232323,UNDERRESOLVED,UNDERRESOLVED,-0.999993177045;-0.999993177045,-0.999992862221;-0.999992862221,3.148237543992849e-07,4.945770264063943,9.839997198818816,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9473671464891698,True,False
151,143,2,2,333;335,283;289,1.905892583251507,1.865187442629562,0.021357520869565928,0.9176179590076513,0.9176179590076353,0.9999999968600554,99,99,2.585858585858586,3.2323232323232323,UNDERRESOLVED,UNDERRESOLVED,0.999993177045;0.999993177045,0.999992862221;0.999992862221,3.148237543992849e-07,4.945770264063943,9.839997198818816,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9473671464891698,True,False
158,146,2,2,354;356,290;292,-1.9113675536484453,-1.8717786079358467,0.020712366722470857,0.9130977734795611,0.9130977734795475,0.9999999970759342,100,100,2.56,3.2,UNDERRESOLVED,UNDERRESOLVED,-0.999993218136;-0.999993218136,-0.999992915356;-0.999992915356,3.027802218946718e-07,39.10305278487349,4.30027062014432,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9447518083483495,True,False
159,147,2,2,355;357,291;293,1.9113675536484453,1.8717786079358467,0.020712366722470857,0.9130977734795611,0.9130977734795475,0.9999999970759342,100,100,2.56,3.2,UNDERRESOLVED,UNDERRESOLVED,0.999993218136;0.999993218136,0.999992915356;0.999992915356,3.027802218946718e-07,39.10305278487349,4.30027062014432,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9447518083483495,True,False
223,246,1,1,496,628,-3.303362148512355e-10,-2.0366004658467107e-10,0.3834764781197608,0.9999999999999999,0.9999999999999999,1.0,0,0,inf,inf,NOT_APPLICABLE,NOT_APPLICABLE,-8.60715037884e-08,-5.3067498655e-08,3.300400513347984e-08,11882213.206238845,7625179.399190989,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9424785282820357,False,False
224,247,1,1,497,629,3.303362148512355e-10,2.0366004658467107e-10,0.3834764781197608,0.9999999999999999,0.9999999999999999,1.0,0,0,inf,inf,NOT_APPLICABLE,NOT_APPLICABLE,8.60715037884e-08,5.3067498655e-08,3.300400513347984e-08,11882213.206238845,7625179.399190989,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9424785282820357,False,False
130,148,2,2,302;366,294;296,-1.9165565001120806,-1.8780877933437254,0.02007178330829561,0.9083803824102339,0.9083803824102235,0.9999999972805961,101,101,2.5346534653465347,3.1683168316831685,UNDERRESOLVED,UNDERRESOLVED,-0.999993256748;-0.999993256748,-0.999992965695;-0.999992965695,2.9105261056816545e-07,2.028826461085186,5.211845760978907,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9420174612700449,True,False
131,149,2,2,303;367,295;297,1.9165565001120806,1.8780877933437254,0.02007178330829561,0.9083803824102339,0.9083803824102235,0.9999999972805961,101,101,2.5346534653465347,3.1683168316831685,UNDERRESOLVED,UNDERRESOLVED,0.999993256748;0.999993256748,0.999992965695;0.999992965695,2.9105261056816545e-07,2.028826461085186,5.211845760978907,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9420174612700449,True,False
144,152,2,2,326;344,300;302,-1.9214694752995278,-1.88412491229164,0.01943541830247728,0.9034609829364533,0.9034609829364431,0.9999999974746622,102,102,2.5098039215686274,3.1372549019607843,UNDERRESOLVED,UNDERRESOLVED,-0.99999329301;-0.99999329301,-0.999993013392;-0.999993013392,2.7961812132382136e-07,1.00005719990135,13.735656347688833,oscillatory,oscillatory,RESOLVED,RESOLVED,True,0.9391612763851659,True,False
